7403, 4.41935, 0, 0, 255, 62
9413, 4.40645, 0, 0, 255, 62
11424, 4.32258, 0, 0, 255, 62
13454, 4.38065, 0, 0, 255, 62
15465, 4.35484, 0, 0, 255, 62
17497, 4.34839, 0, 0, 255, 62
19502, 4.33548, 0, 0, 255, 62
21510, 4.32903, 0, 0, 255, 62
23511, 4.34839, 0, 0, 255, 62
25511, 4.32903, 0, 0, 255, 62
27534, 4.44516, 0, 0, 255, 62
29535, 4.37419, 0, 0, 255, 62
31546, 4.30968, 0, 0, 255, 62
33553, 4.34839, 0, 0, 255, 62
35553, 4.30968, 0, 0, 255, 62
37567, 4.3871, 0, 0, 255, 62
39581, 4.35484, 0, 0, 255, 62
41591, 4.4, 0, 0, 255, 62
43602, 4.3871, 0, 0, 255, 62
45609, 4.34194, 0, 0, 255, 62
47612, 4.29677, 0, 0, 255, 62
49638, 4.31613, 0, 0, 255, 62
51658, 4.34839, 0, 0, 255, 62
53679, 4.35484, 0, 0, 255, 62
55681, 4.27742, 0, 0, 255, 62
57711, 4.32903, 0, 0, 255, 62
59712, 4.29032, 0, 0, 255, 62
61731, 4.33548, 0, 0, 255, 62
63748, 4.24516, 0, 0, 255, 62
65778, 4.39355, 0, 0, 255, 62
67780, 4.32258, 0, 0, 255, 62
69799, 4.30968, 0, 0, 255, 62
71827, 4.40645, 0, 0, 255, 62
73852, 4.32258, 0, 0, 255, 62
75873, 4.33548, 0, 0, 255, 62
77888, 4.29677, 0, 0, 5, 62
79927, 4.30968, 0, 0, 5, 62
81942, 4.36129, 0, 0, 5, 62
83944, 4.27742, 0, 0, 5, 62
85969, 4.29032, 0, 0, 5, 62
87978, 4.33548, 0, 0, 5, 62
89978, 4.25806, 0, 0, 5, 62
91994, 4.29677, 0, 0, 5, 62
94014, 4.30968, 0, 0, 5, 62
96023, 4.34194, 0, 0, 5, 62
98030, 4.32258, 0, 0, 5, 62
100051, 4.33548, 0, 0, 3, 62
102082, 4.32903, 0, 0, 3, 62
104087, 4.32258, 0, 0, 3, 62
106094, 4.36774, 0, 0, 3, 62
108095, 4.37419, 0, 0, 3, 62
110115, 4.27742, 0, 0, 3, 62
112143, 4.32258, 0, 0, 2, 62
114163, 4.38065, 0, 0, 2, 62
116167, 4.29677, 0, 0, 2, 62
118192, 4.27097, 0, 0, 2, 62
120206, 4.32903, 0, 0, 2, 62
122235, 4.30323, 0, 0, 2, 62
124255, 4.27742, 0, 0, 2, 62
126297, 4.27097, 0, 0, 2, 62
128304, 4.32258, 0, 0, 2, 62
130316, 4.35484, 0, 0, 2, 62
132327, 4.37419, 0, 0, 2, 62
134338, 4.25806, 0, 0, 2, 62
136347, 4.28387, 0, 0, 2, 62
138357, 4.35484, 0, 0, 2, 62
140398, 4.35484, 0, 0, 5, 62
142413, 4.14194, 0, 0, 5, 62
144419, 4.25806, 0, 0, 5, 62
146430, 4.27742, 0, 0, 5, 62
148442, 4.31613, 0, 0, 5, 62
150472, 4.24516, 0, 0, 5, 62
152483, 4.32903, 0, 0, 5, 62
154511, 4.34194, 0, 0, 5, 62
156571, 4.29032, 0, 0, 0, 62
158603, 4.29677, 0, 0, 0, 62
160617, 4.35484, 0, 0, 0, 62
162632, 4.33548, 0, 0, 0, 62
164653, 4.34194, 0, 0, 0, 62
166682, 4.29032, 0, 0, 0, 62
168697, 4.32903, 0, 0, 0, 62
170727, 4.29677, 0, 0, 0, 62
172752, 4.27742, 0, 0, 3, 62
174779, 4.29032, 0, 0, 3, 62
176792, 4.25161, 0, 0, 3, 62
178812, 4.33548, 0, 0, 3, 62
180825, 4.33548, 0, 0, 3, 62
182825, 4.10968, 0, 0, 3, 62
184837, 4.23226, 0, 0, 3, 62
186882, 4.27742, 0, 0, 3, 62
188898, 4.32258, 0, 0, 3, 62

